Frequency,Nominal,Min,Max
4,-0.7185458496113949,-0.8043479171243879,-0.635766892860727
4.093171969123016,-0.7364250255195309,-0.8245723700721866,-0.6514180118363514
4.1885141922035976,-0.7547902795896002,-0.8453535741479605,-0.6674873161354649
4.286077220950425,-0.773656379094481,-0.8667080052998808,-0.683987537953746
4.385912784572739,-0.7930384893591178,-0.8886524551500663,-0.7009318125652462
4.4880738172078525,-0.8129521638431928,-0.9112039978482712,-0.7183336819059205
4.5926144859875295,-0.833413330165913,-0.9343799501409276,-0.7362070962405549
4.699590219758116,-0.8544382715272683,-0.9581978240218461,-0.7545664135651347
4.80905773846965,-0.8760436029456045,-0.9826752713508182,-0.77342639635815
4.921075083249525,-0.8982462417027699,-1.0078300198704624,-0.7928022052543929
5.035701647176667,-0.921063371368209,-1.0336798001258658,-0.8127093891743014
5.152998206772534,-0.9445123987657007,-1.0602422629024644,-0.8331638714018694
5.273026954225627,-0.9686109032549775,-1.087534886952393,-0.8541819310659196
5.395851530366613,-0.9933765777300786,-1.1155748769855802,-0.8757801794449764
5.521537058411538,-1.018827160792541,-1.1443790521668018,-0.8979755304872961
5.650150178491016,-1.0449803596466014,-1.17396372569047,-0.9207851649176106
5.781759082983708,-1.0718537633924046,-1.2043445764074083,-0.9442264872942818
5.916433552672827,-1.099464746569035,-1.2355365139559662,-0.9683170753888832
6.05424499374483,-1.127830363029581,-1.2675535394052198,-0.9930746212895482
6.195266475649922,-1.1569672305227192,-1.3004086040481364,-1.0185168636853332
6.339572769844451,-1.186891406716038,-1.3341134696801777,-1.044661510877438
6.4872403894357165,-1.2176182578308195,-1.3686785744506598,-1.0715261541914534
6.638347629750239,-1.2491623215693388,-1.4041129091599849,-1.0991281716399968
6.792974609846974,-1.281537166603647,-1.4404239096679354,-1.1274846219147774
6.951203314997498,-1.3147552515551144,-1.4776173718407757,-1.1566121290786249
7.113117640155687,-1.3488277871168746,-1.5156973961551816,-1.1865267586878614
7.278803434439928,-1.3837646057406114,-1.5546663696459746,-1.2172438865090158
7.448348546651464,-1.4195740441014875,-1.594524993279884,-1.248778061504227
7.621842871852983,-1.4562628443392684,-1.6352723630064576,-1.2811428653467223
7.799378399032175,-1.493836080810921,-1.676906112631362,-1.31435077138722
7.981049259875512,-1.5322971197345074,-1.7194226262380314,-1.3484130067142983
8.16695177867811,-1.5716476196052431,-1.7628173271263592,-1.3833394217206343
8.35718452341615,-1.6118875805691235,-1.8070850491380863,-1.419138372379304
8.55184835800892,-1.653015450996168,-1.8522204948161234,-1.4558166212188937
8.751046495798201,-1.6950282992591177,-1.8982187831433375,-1.4933792637242278
8.954884554273349,-1.7379220581612076,-1.945076087691777,-1.5318296875355812
9.163470611071082,-1.781691848552135,-1.9927903639700943,-1.5711695723222727
9.376915261279677,-1.8263323874299142,-2.041362162676812,-1.6113989385138852
9.59533167607795,-1.8718384842774385,-2.090795523535349,-1.6525162531322466
9.81883566274011,-1.9182056275802386,-2.1410989424649745,-1.6945186007350213
10.047545726038308,-1.965430661491275,-2.1922864030462534,-1.7374019269235146
10.281583131075442,-2.013512550538256,-2.244378461519508,-1.7811613609671721
10.521071967581513,-2.0624532282001447,-2.2974033727673846,-1.8257916228596198
10.766139215707648,-2.1122585231894817,-2.3513982426198927,-1.8712875185758597
11.01691481335265,-2.1629391554108133,-2.40641018898316,-1.9176445255005086
11.273531725057799,-2.2145117918132895,-2.4624974901683063,-1.964859468017928
11.536126012506406,-2.2670001506301354,-2.519730692632927,-2.0129312811853826
11.804836906665525,-2.320436140609937,-2.578193641186262,-2.0618618583408788
12.079806881608047,-2.3748610194791997,-2.6379843813778696,-2.11165697650605
12.361181730054343,-2.430326552565704,-2.69921586492317,-2.162327291576416
12.649110640673497,-2.486896147616611,-2.7620163631381525,-2.213889393538067
12.94374627718511,-2.5446459345258807,-2.8265294590572814,-2.266366910224917
13.245244859303622,-2.6036657478916094,-2.8929134452515735,-2.319791646246359
13.55376624556808,-2.6640599547955763,-2.9613399015678956,-2.374204741357743
13.869474018101242,-2.7259480485051633,-3.0319911676273277,-2.429657829250779
14.192535569342994,-2.7894648994632947,-3.105056365626866,-2.486214172868893
14.523122190804028,-2.8547605166877412,-3.1807255830593686,-2.543949745067768
14.861409163886874,-2.921999124993876,-3.259181815170379,-2.6029542126958645
15.20757585282242,-2.9913573073281636,-3.340590327965437,-2.6633317667059364
15.561805799771195,-3.0630209010132625,-3.425085280714213,-2.7252017192985094
15.924286822139859,-3.137180281027672,-3.5127537937704405,-2.7886987598627853
16.295211112164477,-3.214023629561841,-3.603618202573582,-2.8539727233469288
16.674775338813383,-3.2937278066710194,-3.697617997252505,-2.921187677092022
17.063180752063673,-3.376446541841725,-3.794593817311765,-2.990520076119293
17.460633289606605,-3.4622959106222844,-3.8942766360818704,-3.062155676381259
17.867343686038488,-3.5513374934665944,-3.9962855939860153,-3.1362848396661036
18.283527584594964,-3.6435602608954487,-4.100137455756932,-3.2130958295592
18.709405651487888,-3.738863053414586,-4.205269158135458,-3.2927657126375762
19.145203692905493,-3.837040384097872,-4.311072527628196,-3.3754485827187057
19.591152774737807,-3.9377749140809573,-4.416937586483599,-3.4612610683478278
20.04748934509085,-4.0406399702157385,-4.522298829674374,-3.550265514236417
20.51445535965455,-4.145114560496936,-4.626678240007985,-3.6424518718384933
20.99229840999086,-4.250611412704779,-4.729719877277708,-3.7377201570986327
21.481271854810064,-4.35651595870882,-4.831213217339163,-3.8358661938583243
21.981634954304933,-4.462231678833261,-4.931105171177278,-3.9365739886881324
22.49365300761391,-4.5672257198785635,-5.02950302716742,-4.039418111352057
23.017597493486225,-4.671068815251717,-5.126671936599541,-4.143878553785921
23.553746214223505,-4.773465235282708,-5.223030959353062,-4.249368621275867
24.102383442974254,-4.874271128999371,-5.319151368573602,-4.355273810566532
24.66380007445923,-4.973502273132399,-5.4157602285118,-4.460997114797034
25.23829377920767,-5.071334189057673,-5.5137514555768625,-4.566004677628296
25.826169161386158,-5.168098527378859,-5.614205687430783,-4.669865813292252
26.427737920303777,-5.264279667711213,-5.718419076490841,-4.772283092995592
27.043319015679206,-5.36051496590875,-5.827938971384049,-4.873110825667643
27.673238836757392,-5.4576013252378806,-5.944600193095704,-4.972362920485142
28.317831375365447,-5.556509939133665,-6.070547434199385,-5.070213074812893
28.97743840299953,-5.658410078086019,-6.208215186356008,-5.166991182241906
29.652409652036628,-5.764701282700157,-6.360216973873394,-5.263179912184144
30.343103001167275,-5.877050448907106,-6.529081807564431,-5.359414901813235
31.04988466514759,-5.99742460902409,-6.716806412162273,-5.45649124690218
31.773129388971178,-6.128099689404488,-6.924343365794641,-5.555378150010226
32.51322064656389,-6.27160863752792,-7.151475227500109,-5.657242612603006
33.27055084410676,-6.430572637749428,-7.397900297028129,-5.763481557050191
34.04552152809497,-6.6073573570505895,-7.666424481301824,-5.8757589108098625
34.838543598243135,-6.8035678864723,-7.968890547094254,-5.996038545408831
35.650037525349724,-7.019623606535678,-8.334814319422554,-6.126593506671744
36.48043357423629,-7.2550376592719825,-8.812506888934173,-6.269955154847688
37.330172031879535,-7.510312621213925,-9.402696732282585,-6.428746128455563
38.19970344085733,-7.79125038244413,-9.95391012577608,-6.605338851611218
39.08948883823231,-8.116182500744701,-10.350604294659737,-6.801351794872304
39.99999999999988,-8.524314318038222,-10.620884714418647,-7.0172213029374415
40.93171969123004,-9.058902759830664,-10.814193141560771,-7.252469624538939
41.88514192203586,-9.656422621548952,-10.960977437756178,-7.507580439237618
42.86077220950413,-10.144141424332886,-11.077942735552897,-7.788284726070135
43.859127845727265,-10.47941105009586,-11.174568526564189,-8.112768762430562
44.880738172078395,-10.71149886655192,-11.256571641580367,-8.520055675381144
45.926144859875166,-10.881991312638092,-11.327609548382519,-9.053683191333565
46.99590219758103,-11.014394692500776,-11.390144394678998,-9.651509378681975
48.09057738469636,-11.121698918118303,-11.445905413543294,-10.140605572979704
49.2107508324951,-11.211465942669896,-11.496150377901563,-10.476984652130021
50.35701647176652,-11.288377937944253,-11.541821098277456,-10.709745891037972
51.529982067725186,-11.355500377448305,-11.583640132902858,-10.880648822629775
52.7302695422561,-11.414937119333036,-11.622173325916659,-11.013318825560129
53.958515303665955,-11.468189529323462,-11.657871638511429,-11.120807692625803
55.2153705841152,-11.516364161299927,-11.69109996200596,-11.210709552557281
56.50150178490997,-11.560298774913253,-11.722157476955612,-11.287724238348865
57.81759082983689,-11.600642096032153,-11.751292363057589,-11.35492753100701
59.16433552672808,-11.637906184624907,-11.77871263759862,-11.414429654221147
60.542449937448104,-11.672501928048598,-11.804594280788542,-11.467736102223807
61.952664756499026,-11.704763770447652,-11.8290874215905,-11.515956220129887
63.395727698444304,-11.734967362023689,-11.852321112257785,-11.55992972201888
64.87240389435695,-11.763342423404875,-11.874407059463469,-11.600306743413798
66.38347629750217,-11.79008229794196,-11.895442572871875,-11.637600386992215
67.92974609846951,-11.815351162216917,-11.915512919122552,-11.672222328308779
69.51203314997474,-11.839289549195296,-11.934693218684027,-11.704507618661873
71.13117640155663,-11.862018634828136,-11.953049987448884,-11.7347323837785
72.78803434439905,-11.883643604588384,-11.970642399497482,-11.763126722275294
74.48348546651441,-11.90425632596536,-11.987523329015666,-11.789884282007403
76.2184287185296,-11.923937490857663,-12.003740215816725,-11.815169487887433
77.99378399032152,-11.94275834846295,-12.019335788869217,-11.839123077718314
79.81049259875488,-11.960782118527295,-12.03434867469193,-11.861866398232799
81.66951778678086,-11.978065152708254,-12.048813911763002,-11.883504778755649
83.57184523416126,-11.994657895691786,-12.06276338771998,-11.904130209149248
85.51848358008895,-12.010605685816923,-12.076226212756222,-11.923823486427294
87.51046495798177,-12.025949426095513,-12.089229039997914,-11.942655950949304
89.54884554273323,-12.04072614983209,-12.101796341591884,-11.960690902285023
91.63470611071055,-12.054969499964336,-12.113950647614537,-11.97798476266746
93.7691526127965,-12.068710137341306,-12.125712753625036,-11.994588039796335
95.95331676077923,-12.08197609013483,-12.137101901657568,-12.010546128836609
98.18835662740081,-12.094793054222034,-12.148135938620854,-12.0258999845678
100.47545726038278,-12.107184652524616,-12.158831455404504,-12.040686687941323
102.81583131075412,-12.119172659824338,-12.169203909448877,-12.054939926206515
105.21071967581483,-12.130777198407072,-12.17926773309134,-12.068690401853562
107.66139215707616,-12.14201690895214,-12.189036429637772,-12.081966182593174
110.16914813352618,-12.15290910033011,-12.198522658808068,-12.094793002230267
112.73531725057767,-12.163469881361257,-12.207738312955861,-12.107194520432465
115.36126012506374,-12.173714277089605,-12.21669458525609,-12.119192547925358
118.04836906665491,-12.183656331720183,-12.225402030881686,-12.13080724247665
120.79806881608012,-12.193309200032544,-12.233870622046144,-12.142057280094212
123.61181730054308,-12.202685228806816,-12.24210979766743,-12.152960005107765
126.49110640673462,-12.21179602956953,-12.250128508306215,-12.16353156219207
129.43746277185073,-12.220652543775309,-12.257935256944771,-12.173787012891147
132.45244859303585,-12.22926510138087,-12.265538136099407,-12.18374043879519
135.53766245568042,-12.237643473634058,-12.272944861696672,-12.193405033186563
138.69474018101204,-12.245796920787676,-12.280162804090207,-12.20279318269421
141.92535569342954,-12.253734235352843,-12.287199016549437,-12.211916540266273
145.23122190803988,-12.261463781425897,-12.29406026151219,-12.220786090579368
148.61409163886833,-12.268993530554363,-12.300753034859628,-12.22941220884318
152.0757585282238,-12.27633109454917,-12.30728358844305,-12.237804713824914
155.61805799771153,-12.28348375560039,-12.313657951067114,-12.24597291580542
159.24286822139817,-12.290458494011286,-12.319881948112585,-12.253925660083306
162.95211112164435,-12.29726201382866,-12.325961219963151,-12.261671366562922
166.7477533881334,-12.30390076661627,-12.331901239384777,-12.269218065893279
170.63180752063627,-12.310380973590927,-12.337707327992309,-12.276573432566845
174.60633289606557,-12.316708646317643,-12.34338467192604,-12.28374481533718
178.6734368603844,-12.322889606140116,-12.348938336850754,-12.290739265271764
182.83527584594916,-12.328929502505522,-12.354373282380816,-12.297563561719986
187.0940565148784,-12.33483383032769,-12.359694376027495,-12.304224236444634
191.45203692905443,-12.340607946519821,-12.364906406758104,-12.310727596138507
195.91152774737753,-12.346257085816912,-12.370014098251245,-12.31707974352446
200.47489345090793,-12.35178637599856,-12.375022121927827,-12.323286597217187
205.14455359654494,-12.357200852614643,-12.379935109833855,-12.329353910507923
209.922984099908,-12.362505473309609,-12.38475766744788,-12.335287289218352
214.81271854810004,-12.36770513183518,-12.389494386483722,-12.341092208757395
219.81634954304874,-12.372804671836505,-12.394149857757267,-12.346774030503557
224.93653007613852,-12.377808900492766,-12.398728684184904,-12.3523380176262
230.17597493486164,-12.382722602090062,-12.403235493980556,-12.357789350451245
235.53746214223443,-12.38755055160185,-12.4076749541179,-12.36313314146999
241.0238344297419,-12.392297528350403,-12.412051784124708,-12.368374450084268
246.63800074459164,-12.396968329821421,-12.416370770276863,-12.373518297176355
252.38293779207604,-12.40156778570325,-12.420636780260603,-12.378569679588509
258.2616916138609,-12.406100772221913,-12.424854778373035,-12.383533584593817
264.277379203037,-12.410572226843422,-12.429029841332786,-12.388415004437958
270.4331901567913,-12.4149871634156,-12.43316717477478,-12.39321895102981
276.73238836757315,-12.419350687822675,-12.437272130505622,-12.397950470857875
283.1783137536537,-12.423668014227605,-12.441350224598965,-12.402614660209087
289.7743840299945,-12.427944481978841,-12.445407156413307,-12.407216680766624
296.52409652036545,-12.43218557326071,-12.449448828618108,-12.411761775664033
303.4310300116719,-12.436396931569147,-12.453481368317798,-12.416255286073884
310.49884665147505,-12.440584381097473,-12.45751114936715,-12.420702668410879
317.7312938897109,-12.444753947120285,-12.461544815975579,-12.425109512231014
325.132206465638,-12.448911877466958,-12.465589307702176,-12.429481558910863
332.7055084410666,-12.453064665180177,-12.469651885947572,-12.433824721193638
340.4552152809488,-12.457219072458832,-12.47374016205296,-12.438145103691692
348.3854359824304,-12.461382155988755,-12.477862127120828,-12.442449024438432
356.5003752534963,-12.465561293769037,-12.482026183675764,-12.446743037586183
364.80433574236196,-12.4697642135458,-12.486241179287145,-12.45103395735039
373.3017203187944,-12.473999022969362,-12.490516442278246,-12.455328883304455
381.99703440857235,-12.478274241594583,-12.49486181964818,-12.459635227133628
390.89488838232216,-12.482598834847401,-12.499287717333457,-12.463960740960488
399.99999999999784,-12.486982250083313,-12.503805142934839,-12.468313547358502
409.31719691229944,-12.491434454865134,-12.508425751031492,-12.472702171173987
418.8514192203575,-12.49596597758777,-12.513161891198047,-12.477135573280108
428.6077220950402,-12.500587950576243,-12.518026658829777,-12.481623186389363
438.5912784572715,-12.50531215577941,-12.523033948866036,-12.48617495305274
448.8073817207828,-12.510151073175049,-12.528198512480788,-12.490801365974487
459.26144859875046,-12.515117931991195,-12.533536016780264,-12.49551351077017
469.9590219758091,-12.520226764833055,-12.539063107509232,-12.500323111292545
480.90577384696235,-12.525492464782854,-12.544797474717239,-12.505242577643564
492.1075083249497,-12.53093084551039,-12.550757921271238,-12.510285056980898
503.5701647176639,-12.536558704392613,-12.55696443401823,-12.515464487212952
