42.456, 13.077, 1.1, 11000
43.711, 13.222, 1.3, 9400
44.963, 8.886, 2.3, 25900
46.404, 12.518, 1.3, 10000
45.589, 10.278, 1.9, 9100
42.382, 13.282, 1, 11200
42.533, 13.362, 0.8, 15900
41.993, 13.548, 0.8, 8000
43.685, 12.231, 0.5, 7300
42.26, 13.466, 1.2, 17200
