Frequency,Nominal,Min,Max
4,0.028590030950954786,0.03200398674400413,0.02529636091324003
4.093171969123016,0.028634438990629667,0.03206187514816434,0.025329108423720423
4.1885141922035976,0.028680481545938934,0.03212170087342253,0.0253631481091417
4.286077220950425,0.02872818912025107,0.032183475973446105,0.025398515254574594
4.385912784572739,0.028777589031772917,0.03224720551338092,0.025435244205611423
4.4880738172078525,0.028828704839215527,0.032312886625575035,0.025473368068588013
4.5926144859875295,0.028881555710649088,0.03238050749624603,0.02551291837438436
4.699590219758116,0.028936155733054313,0.032450046285274634,0.02555392470286391
4.80905773846965,0.028992513160633275,0.03252146998331143,0.0255964142649954
4.921075083249525,0.029050629600699464,0.032594733212822635,0.02564041143974436
5.035701647176667,0.02911049913696241,0.032669776982620004,0.025685937262944263
5.152998206772534,0.029172107391299988,0.03274652740885628,0.025733008865578496
5.273026954225627,0.02923543052671052,0.032824894419447866,0.02578163885924727
5.395851530366613,0.029300434196103703,0.03290477046341652,0.025831834667086332
5.521537058411538,0.029367072443965924,0.032986029251710125,0.025883597799076483
5.650150178491016,0.029435286570758116,0.033068524561610156,0.025936923071567308
5.781759082983708,0.029505003973205622,0.033152089142780006,0.025991797771973184
5.916433552672827,0.02957613697743432,0.033236533769196996,0.026048200771021237
6.05424499374483,0.029648581686195642,0.0333216464874482,0.026106101586678712
6.195266475649922,0.029722216866178302,0.033407192117879014,0.02616545940600068
6.339572769844451,0.02979690290656377,0.03349291207052262,0.026226222073647956
6.4872403894357165,0.02987248088544679,0.03357852454219582,0.02628832505876236
6.638347629750239,0.029948771786359133,0.03366372516414313,0.026351690415261406
6.792974609846974,0.030025575912692382,0.03374818817062677,0.026416225754430707
6.951203314997498,0.030102672553047043,0.03383156815734705,0.02648182325292419
7.113117640155687,0.030179819955101248,0.03391350249401077,0.026548358723875173
7.278803434439928,0.030256755669096035,0.033993614447280024,0.026615690783688077
7.448348546651464,0.030333197324026378,0.03407151705838933,0.026683660152083486
7.621842871852983,0.03040884389962645,0.03414681780375886,0.02675208912792428
7.799378399032175,0.03048337755475291,0.03421912404704123,0.026820781288016432
7.981049259875512,0.030556466067348218,0.03428804926760966,0.026889521460156114
8.16695177867811,0.030627765932428684,0.03435322002422965,0.026958076024829743
8.35718452341615,0.030696926152247554,0.03441428358461358,0.02702619360176908
8.55184835800892,0.03076359273687725,0.034470916123065666,0.027093606177585907
8.751046495798201,0.030827413914126457,0.03452283136104953,0.027160030728526813
8.954884554273349,0.030888046025428793,0.034569789500888924,0.027225171387593
9.163470611071082,0.030945160059880853,0.03461160628250936,0.02728872219752123
9.376915261279677,0.030998448753031104,0.03464816197842423,0.027350370480208254
9.59533167607795,0.03104763415162796,0.03467941013385296,0.02740980083902607
9.81883566274011,0.031092475521775815,0.03470538585702673,0.027466699793290833
10.047545726038308,0.031132777457291413,0.034726213468603634,0.027520761024323305
10.281583131075442,0.031168398028817317,0.034742113326904536,0.027571691190767175
10.521071967581513,0.031199256803424835,0.03475340765452174,0.027619216248045374
10.766139215707648,0.03122534255948652,0.03476052519779287,0.027663088184201903
11.01691481335265,0.031246720522283937,0.03476400454864009,0.027703092063179828
11.273531725057799,0.031263538951061785,0.034764495942345215,0.02773905324813922
11.536126012506406,0.031276034916028705,0.034762761308097564,0.027770844662900016
11.804836906665525,0.03128453911113536,0.03475967228409522,0.027798393939885882
12.079806881608047,0.03128947955135336,0.03475620580778804,0.02782169029846987
12.361181730054343,0.03129138399671569,0.03475343674707868,0.02784079099817455
12.649110640673497,0.03129088092380708,0.034752526844111044,0.02785582721581293
12.94374627718511,0.031288698822251916,0.034754708997715156,0.027867009202581797
13.245244859303622,0.03128566352210063,0.03476126561944134,0.027874630583673843
13.55376624556808,0.031282693150881925,0.03477349948129073,0.027879071665623385
13.869474018101242,0.03128079017020265,0.034792695174241335,0.02788080161097015
14.192535569342994,0.03128102974706669,0.03482006909575413,0.027880379320798832
14.523122190804028,0.03128454347523971,0.034856705914330925,0.027878452827538126
14.861409163886874,0.0312924971868104,0.03490347991898747,0.02787575693690611
15.20757585282242,0.03130606130936906,0.034960960818880324,0.027873108762844063
15.561805799771195,0.0313263719816642,0.03502930572138189,0.027871400667091397
15.924286822139859,0.031354481030936444,0.03510814244855755,0.02787158994205804
16.295211112164477,0.03139129308223955,0.03519645409977967,0.027874684362390437
16.674775338813383,0.03143748872050612,0.03529248040652577,0.027881722485708266
17.063180752063673,0.03149343402194543,0.03539365677633526,0.027893747329165056
17.460633289606605,0.03155907918588483,0.03549661493484535,0.027911771831499472
17.867343686038488,0.03163385260868108,0.03559726714087876,0.027936734410446914
18.283527584594964,0.03171656143988873,0.03569098689630135,0.027969443070338953
18.709405651487888,0.03180531480150283,0.03577288268886967,0.028010507087813403
19.145203692905493,0.03189749003290563,0.03583814065420222,0.028060256537844414
19.591152774737807,0.03198976341848446,0.03588239335888997,0.028118652061630094
20.04748934509085,0.03207822253672879,0.03590206237259423,0.02818519048210797
20.51445535965455,0.032158566260683114,0.03589462645160769,0.028258816050146653
20.99229840999086,0.03222638151774847,0.035858784169649556,0.028337851686280502
21.481271854810064,0.03227746728283127,0.035794503689885245,0.028419968329526302
21.981634954304933,0.03230816226290191,0.03570297498481439,0.02850221152562608
22.49365300761391,0.032315629181665834,0.035586494901401464,0.02858110060731327
23.017597493486225,0.032298057678699796,0.03544832081416052,0.028652805993073852
23.553746214223505,0.032254766649977076,0.03529252576395091,0.02871339509836619
24.102383442974254,0.0321862087202208,0.03512388039819689,0.028759120736351604
